Date,Crop,State,Season,Price,Arrivals,Production,Rainfall,Temperature
2015-09-30,Other Rabi pulses,Kerala,Rabi,4734,3465,965835,179,30
2015-10-31,Other Rabi pulses,Kerala,Rabi,3459,912,1557009,185,32
2015-11-30,Other Rabi pulses,Kerala,Rabi,3026,3620,1895063,169,35
2015-12-31,Other Rabi pulses,Kerala,Rabi,4321,1347,1926329,55,23
2016-01-31,Other Rabi pulses,Kerala,Rabi,4307,995,627868,53,23
2016-02-29,Other Rabi pulses,Kerala,Rabi,4915,1994,1176988,53,23
2016-03-31,Other Rabi pulses,Kerala,Rabi,7817,1010,657766,190,31
2016-04-30,Other Rabi pulses,Kerala,Rabi,3334,6623,3919874,119,37
2016-05-31,Other Rabi pulses,Kerala,Rabi,1552,8995,2562313,118,35
2016-06-30,Other Rabi pulses,Kerala,Rabi,5854,3606,1028776,357,30
2016-07-31,Other Rabi pulses,Kerala,Rabi,4714,1361,1769089,221,26
2016-08-31,Other Rabi pulses,Kerala,Rabi,4334,3734,765058,282,25
2016-09-30,Other Rabi pulses,Kerala,Rabi,6279,3820,592213,152,32
2016-10-31,Other Rabi pulses,Kerala,Rabi,5282,1719,613840,100,33
2016-11-30,Other Rabi pulses,Kerala,Rabi,6321,213,641187,159,38
2016-12-31,Other Rabi pulses,Kerala,Rabi,3400,1211,1980856,86,20
2017-01-31,Other Rabi pulses,Kerala,Rabi,3844,4886,1913501,97,23
2017-02-28,Other Rabi pulses,Kerala,Rabi,3438,147,537755,70,23
2017-03-31,Other Rabi pulses,Kerala,Rabi,5131,526,1585919,125,34
2017-04-30,Other Rabi pulses,Kerala,Rabi,2936,5674,2859978,180,36
2017-05-31,Other Rabi pulses,Kerala,Rabi,1612,4349,2184140,156,34
2017-06-30,Other Rabi pulses,Kerala,Rabi,7249,3202,1257084,294,25
2017-07-31,Other Rabi pulses,Kerala,Rabi,3583,4425,1342425,339,26
2017-08-31,Other Rabi pulses,Kerala,Rabi,3811,2481,1939487,262,28
2017-09-30,Other Rabi pulses,Kerala,Rabi,7431,1312,1159253,152,37
2017-10-31,Other Rabi pulses,Kerala,Rabi,5697,2413,1148141,142,39
2017-11-30,Other Rabi pulses,Kerala,Rabi,5643,2337,862580,188,36
2017-12-31,Other Rabi pulses,Kerala,Rabi,6177,4988,742218,60,22
2018-01-31,Other Rabi pulses,Kerala,Rabi,3113,2429,1417336,79,20
2018-02-28,Other Rabi pulses,Kerala,Rabi,7573,564,524399,78,20
2018-03-31,Other Rabi pulses,Kerala,Rabi,3672,648,882602,125,38
2018-04-30,Other Rabi pulses,Kerala,Rabi,2999,8391,2851411,198,37
2018-05-31,Other Rabi pulses,Kerala,Rabi,3252,5807,2773104,164,33
2018-06-30,Other Rabi pulses,Kerala,Rabi,7591,4163,578616,254,25
2018-07-31,Other Rabi pulses,Kerala,Rabi,6768,4323,1767204,298,34
2018-08-31,Other Rabi pulses,Kerala,Rabi,3972,4332,1305500,396,30
2018-09-30,Other Rabi pulses,Kerala,Rabi,4351,4715,704444,126,30
2018-10-31,Other Rabi pulses,Kerala,Rabi,6587,138,665171,105,38
2018-11-30,Other Rabi pulses,Kerala,Rabi,4082,4707,906273,196,32
2018-12-31,Other Rabi pulses,Kerala,Rabi,4813,537,1563164,99,22
2019-01-31,Other Rabi pulses,Kerala,Rabi,5432,1666,1270140,50,20
2019-02-28,Other Rabi pulses,Kerala,Rabi,3706,1335,1643967,53,23
2019-03-31,Other Rabi pulses,Kerala,Rabi,3707,3417,1932616,168,34
2019-04-30,Other Rabi pulses,Kerala,Rabi,3432,7250,2340095,139,33
2019-05-31,Other Rabi pulses,Kerala,Rabi,3247,6428,2977650,141,33
2019-06-30,Other Rabi pulses,Kerala,Rabi,4360,779,647235,338,28
2019-07-31,Other Rabi pulses,Kerala,Rabi,7423,3622,1512577,222,30
2019-08-31,Other Rabi pulses,Kerala,Rabi,3890,3804,1855984,237,30
2019-09-30,Other Rabi pulses,Kerala,Rabi,5797,1386,522769,176,37
2019-10-31,Other Rabi pulses,Kerala,Rabi,3813,4180,1661210,114,31
2019-11-30,Other Rabi pulses,Kerala,Rabi,3189,2861,982061,195,36
2019-12-31,Other Rabi pulses,Kerala,Rabi,7556,4614,1035273,68,20
2020-01-31,Other Rabi pulses,Kerala,Rabi,7326,785,1294338,75,20
2020-02-29,Other Rabi pulses,Kerala,Rabi,6007,3449,904279,69,22
2020-03-31,Other Rabi pulses,Kerala,Rabi,4607,1368,1658527,126,33
2020-04-30,Other Rabi pulses,Kerala,Rabi,2577,4686,3578342,171,39
2020-05-31,Other Rabi pulses,Kerala,Rabi,1511,7570,2905913,177,36
2020-06-30,Other Rabi pulses,Kerala,Rabi,5583,1647,1226428,285,34
2020-07-31,Other Rabi pulses,Kerala,Rabi,3123,2772,1817487,207,32
2020-08-31,Other Rabi pulses,Kerala,Rabi,5875,766,1193348,271,30
2020-09-30,Other Rabi pulses,Kerala,Rabi,7477,4766,978747,155,34
2020-10-31,Other Rabi pulses,Kerala,Rabi,5084,4337,1743254,143,30
2020-11-30,Other Rabi pulses,Kerala,Rabi,7671,2581,1196423,117,30
2020-12-31,Other Rabi pulses,Kerala,Rabi,6371,4042,876234,69,23
2021-01-31,Other Rabi pulses,Kerala,Rabi,7149,4776,1429973,96,23
2021-02-28,Other Rabi pulses,Kerala,Rabi,7210,2687,1260101,70,22
2021-03-31,Other Rabi pulses,Kerala,Rabi,6389,1754,910864,126,38
2021-04-30,Other Rabi pulses,Kerala,Rabi,2128,4202,3855020,112,33
2021-05-31,Other Rabi pulses,Kerala,Rabi,3369,7967,2569997,108,34
2021-06-30,Other Rabi pulses,Kerala,Rabi,6405,4501,1301120,300,34
2021-07-31,Other Rabi pulses,Kerala,Rabi,3681,3669,1488034,365,29
2021-08-31,Other Rabi pulses,Kerala,Rabi,6586,3670,1700600,250,33
2021-09-30,Other Rabi pulses,Kerala,Rabi,4754,2133,504536,175,38
2021-10-31,Other Rabi pulses,Kerala,Rabi,7716,2002,804224,142,37
2021-11-30,Other Rabi pulses,Kerala,Rabi,4652,4407,1674431,138,31
2021-12-31,Other Rabi pulses,Kerala,Rabi,7022,4665,1268731,77,24
2022-01-31,Other Rabi pulses,Kerala,Rabi,3381,2216,862107,97,24
2022-02-28,Other Rabi pulses,Kerala,Rabi,7004,4004,1350666,78,23
2022-03-31,Other Rabi pulses,Kerala,Rabi,7804,1940,797958,193,37
2022-04-30,Other Rabi pulses,Kerala,Rabi,3123,6337,2241231,106,33
2022-05-31,Other Rabi pulses,Kerala,Rabi,2511,4763,2971023,179,38
2022-06-30,Other Rabi pulses,Kerala,Rabi,4053,1511,1075343,299,31
2022-07-31,Other Rabi pulses,Kerala,Rabi,7874,4297,1268069,334,31
2022-08-31,Other Rabi pulses,Kerala,Rabi,4102,1796,1169789,362,30
2022-09-30,Other Rabi pulses,Kerala,Rabi,7481,3875,838663,113,36
2022-10-31,Other Rabi pulses,Kerala,Rabi,3686,3213,1500879,191,38
2022-11-30,Other Rabi pulses,Kerala,Rabi,5508,1004,1590890,184,34
2022-12-31,Other Rabi pulses,Kerala,Rabi,7414,1701,1439932,63,20
2023-01-31,Other Rabi pulses,Kerala,Rabi,3127,2810,1032534,85,20
2023-02-28,Other Rabi pulses,Kerala,Rabi,7467,3114,920622,63,22
2023-03-31,Other Rabi pulses,Kerala,Rabi,4297,3174,1772218,197,35
2023-04-30,Other Rabi pulses,Kerala,Rabi,3216,4699,3018022,175,39
2023-05-31,Other Rabi pulses,Kerala,Rabi,2883,6043,3990359,145,34
2023-06-30,Other Rabi pulses,Kerala,Rabi,4066,3737,661960,229,33
2023-07-31,Other Rabi pulses,Kerala,Rabi,7716,1653,882493,253,27
2023-08-31,Other Rabi pulses,Kerala,Rabi,6961,1638,1513053,332,28
2023-09-30,Other Rabi pulses,Kerala,Rabi,7362,1210,1336578,149,30
2023-10-31,Other Rabi pulses,Kerala,Rabi,6370,4307,1490142,103,39
2023-11-30,Other Rabi pulses,Kerala,Rabi,6028,2082,1417073,105,39
2023-12-31,Other Rabi pulses,Kerala,Rabi,6320,1122,1891368,51,23
2015-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,3113,2720,1078890,28,10
2015-02-28,Other Rabi pulses,Uttar Pradesh,Rabi,4732,1577,643542,3,11
2015-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,5166,4239,1223544,25,39
2015-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,2793,7688,2956032,24,38
2015-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,2960,5454,3887994,8,28
2015-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,6572,666,1505272,254,27
2015-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,7309,904,1428513,247,29
2015-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,5533,2814,922882,262,25
2015-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,4821,2562,1752008,4,25
2015-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,4639,1608,1637780,18,39
2015-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,3204,2101,1545052,20,35
2015-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,5218,4252,539979,7,14
2016-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,7575,1739,523160,22,7
2016-02-29,Other Rabi pulses,Uttar Pradesh,Rabi,5100,804,1907162,17,5
2016-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,7806,3078,965601,20,26
2016-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,2499,7938,3569802,7,36
2016-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,3224,4073,2481260,25,37
2016-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,6863,4208,678359,281,26
2016-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,7216,3104,1144868,158,26
2016-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,3711,1457,709060,197,31
2016-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,4726,4121,937170,38,38
2016-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,6597,2330,1337140,35,27
2016-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,7447,685,1481771,30,35
2016-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,7324,2351,852747,2,10
2017-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,4028,2163,1864959,25,14
2017-02-28,Other Rabi pulses,Uttar Pradesh,Rabi,7179,4425,1019214,6,8
2017-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,6337,3820,1181257,8,34
2017-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,2165,7227,3877331,24,39
2017-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,2014,7701,2409851,29,36
2017-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,3383,2587,1665121,229,29
2017-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,3517,639,1278962,231,29
2017-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,3031,4479,1676907,237,28
2017-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,6534,1680,879217,23,27
2017-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,3676,4199,1528629,27,31
2017-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,4365,4169,1744799,29,29
2017-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,7505,2661,620487,24,13
2018-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,6016,1041,840437,2,9
2018-02-28,Other Rabi pulses,Uttar Pradesh,Rabi,7378,744,1915840,28,13
2018-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,4535,4512,1285694,39,32
2018-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,3413,6257,2417454,44,27
2018-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,1408,4231,2874975,0,27
2018-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,3934,245,1973532,256,34
2018-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,3690,4390,1516869,255,25
2018-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,7835,3259,1853611,241,34
2018-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,3461,2525,1635607,14,25
2018-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,3208,4174,1261269,0,32
2018-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,7895,2652,1008710,17,36
2018-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,7731,1347,860796,24,8
2019-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,7744,2274,1651347,21,5
2019-02-28,Other Rabi pulses,Uttar Pradesh,Rabi,7526,4654,1891162,14,14
2019-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,7642,3798,1773146,5,25
2019-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,2787,8560,2965240,17,39
2019-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,2449,6223,2925235,49,25
2019-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,7825,4922,578332,238,25
2019-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,5516,386,796102,257,28
2019-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,6995,3524,1532307,190,27
2019-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,3016,4572,618774,17,32
2019-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,4591,400,950655,49,37
2019-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,3601,425,1315400,29,29
2019-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,4669,446,541597,18,12
2020-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,4475,1206,1370533,1,11
2020-02-29,Other Rabi pulses,Uttar Pradesh,Rabi,6358,3332,976217,15,12
2020-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,6049,1412,625809,13,34
2020-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,2205,4368,3856680,24,25
2020-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,2754,5570,3570600,30,34
2020-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,6427,3502,689607,281,29
2020-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,3167,1326,568590,166,31
2020-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,7791,4287,1059946,184,29
2020-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,3713,1684,1413994,33,28
2020-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,5525,2864,1454940,24,32
2020-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,4610,461,1469031,11,36
2020-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,7219,3138,933029,9,11
2021-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,7815,1115,1384293,2,14
2021-02-28,Other Rabi pulses,Uttar Pradesh,Rabi,6758,3720,1383828,15,10
2021-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,5975,1603,1689046,16,35
2021-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,2976,4403,2178824,46,37
2021-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,2523,5537,3539568,35,30
2021-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,5603,3758,1543763,185,28
2021-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,7461,854,1678498,186,25
2021-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,5504,2222,733011,233,31
2021-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,4218,3859,1201795,29,35
2021-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,5936,1332,1851594,49,38
2021-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,6283,810,1254278,42,35
2021-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,6767,1295,1501790,0,14
2022-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,3871,1493,798641,24,13
2022-02-28,Other Rabi pulses,Uttar Pradesh,Rabi,4178,2581,1433119,8,5
2022-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,3598,4083,1662875,16,37
2022-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,3366,5001,2454448,19,32
2022-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,1473,5906,3087779,14,27
2022-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,4434,2102,1880594,203,25
2022-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,6420,1800,1735898,239,27
2022-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,7851,4545,1904725,183,30
2022-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,7980,4962,1442008,18,39
2022-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,3164,2787,1811368,14,30
2022-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,7847,3094,643709,37,30
2022-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,3397,4810,1449368,27,7
2023-01-31,Other Rabi pulses,Uttar Pradesh,Rabi,7321,3301,1829642,19,14
2023-02-28,Other Rabi pulses,Uttar Pradesh,Rabi,5824,281,515809,5,7
2023-03-31,Other Rabi pulses,Uttar Pradesh,Rabi,3122,553,1508838,34,26
2023-04-30,Other Rabi pulses,Uttar Pradesh,Rabi,2759,5878,3274313,45,29
2023-05-31,Other Rabi pulses,Uttar Pradesh,Rabi,2620,7366,3167704,36,39
2023-06-30,Other Rabi pulses,Uttar Pradesh,Rabi,4741,1353,1529141,298,30
2023-07-31,Other Rabi pulses,Uttar Pradesh,Rabi,4475,1452,1327236,265,27
2023-08-31,Other Rabi pulses,Uttar Pradesh,Rabi,7432,4168,1729379,183,31
2023-09-30,Other Rabi pulses,Uttar Pradesh,Rabi,6504,3365,781721,12,38
2023-10-31,Other Rabi pulses,Uttar Pradesh,Rabi,3270,4394,1025226,14,27
2023-11-30,Other Rabi pulses,Uttar Pradesh,Rabi,5793,189,1654553,13,34
2023-12-31,Other Rabi pulses,Uttar Pradesh,Rabi,4777,4796,1176012,15,7
2015-01-31,Other Rabi pulses,West Bengal,Rabi,6715,2715,565481,15,7
2015-02-28,Other Rabi pulses,West Bengal,Rabi,7327,3696,1404926,15,7
2015-03-31,Other Rabi pulses,West Bengal,Rabi,6155,784,618575,15,7
2015-04-30,Other Rabi pulses,West Bengal,Rabi,2582,6847,2441749,15,7
2015-05-31,Other Rabi pulses,West Bengal,Rabi,1812,8487,2321511,15,7
2015-06-30,Other Rabi pulses,West Bengal,Rabi,7109,4166,1025914,15,7
2015-07-31,Other Rabi pulses,West Bengal,Rabi,7471,497,1513476,15,7
2015-08-31,Other Rabi pulses,West Bengal,Rabi,7973,2450,1509136,15,7
2015-09-30,Other Rabi pulses,West Bengal,Rabi,6590,3881,1515224,15,7
2015-10-31,Other Rabi pulses,West Bengal,Rabi,4195,2211,1390340,15,7
2015-11-30,Other Rabi pulses,West Bengal,Rabi,3261,4097,1998757,15,7
2015-12-31,Other Rabi pulses,West Bengal,Rabi,6963,4734,983301,15,7
2016-01-31,Other Rabi pulses,West Bengal,Rabi,7838,2775,1356067,15,7
2016-02-29,Other Rabi pulses,West Bengal,Rabi,5213,644,1698083,15,7
2016-03-31,Other Rabi pulses,West Bengal,Rabi,4398,1252,541380,15,7
2016-04-30,Other Rabi pulses,West Bengal,Rabi,2403,4460,3994516,15,7
2016-05-31,Other Rabi pulses,West Bengal,Rabi,2505,5781,3486011,15,7
2016-06-30,Other Rabi pulses,West Bengal,Rabi,6608,3075,1838601,15,7
2016-07-31,Other Rabi pulses,West Bengal,Rabi,6306,2265,1629319,15,7
2016-08-31,Other Rabi pulses,West Bengal,Rabi,7760,216,1391038,15,7
2016-09-30,Other Rabi pulses,West Bengal,Rabi,5561,370,1731175,15,7
2016-10-31,Other Rabi pulses,West Bengal,Rabi,5987,622,1379204,15,7
2016-11-30,Other Rabi pulses,West Bengal,Rabi,3270,1305,1399879,15,7
2016-12-31,Other Rabi pulses,West Bengal,Rabi,7785,497,1363697,15,7
2017-01-31,Other Rabi pulses,West Bengal,Rabi,4774,4001,1461087,15,7
2017-02-28,Other Rabi pulses,West Bengal,Rabi,5866,2919,1350923,15,7
2017-03-31,Other Rabi pulses,West Bengal,Rabi,4407,4125,729790,15,7
2017-04-30,Other Rabi pulses,West Bengal,Rabi,2361,8034,2909928,15,7
2017-05-31,Other Rabi pulses,West Bengal,Rabi,1568,4381,3264373,15,7
2017-06-30,Other Rabi pulses,West Bengal,Rabi,6510,242,1331308,15,7
2017-07-31,Other Rabi pulses,West Bengal,Rabi,6796,4310,1937504,15,7
2017-08-31,Other Rabi pulses,West Bengal,Rabi,4120,4424,1936929,15,7
2017-09-30,Other Rabi pulses,West Bengal,Rabi,3734,1036,1145263,15,7
2017-10-31,Other Rabi pulses,West Bengal,Rabi,3334,248,1162713,15,7
2017-11-30,Other Rabi pulses,West Bengal,Rabi,3645,2326,550646,15,7
2017-12-31,Other Rabi pulses,West Bengal,Rabi,7887,3657,772210,15,7
2018-01-31,Other Rabi pulses,West Bengal,Rabi,4989,2734,890978,15,7
2018-02-28,Other Rabi pulses,West Bengal,Rabi,7203,3330,1773200,15,7
2018-03-31,Other Rabi pulses,West Bengal,Rabi,6851,4681,1367009,15,7
2018-04-30,Other Rabi pulses,West Bengal,Rabi,1599,4794,3811916,15,7
2018-05-31,Other Rabi pulses,West Bengal,Rabi,3232,5257,2240488,15,7
2018-06-30,Other Rabi pulses,West Bengal,Rabi,4991,631,702885,15,7
2018-07-31,Other Rabi pulses,West Bengal,Rabi,5034,2921,562826,15,7
2018-08-31,Other Rabi pulses,West Bengal,Rabi,5828,2259,1275235,15,7
2018-09-30,Other Rabi pulses,West Bengal,Rabi,4307,335,1164321,15,7
2018-10-31,Other Rabi pulses,West Bengal,Rabi,4878,2935,990837,15,7
2018-11-30,Other Rabi pulses,West Bengal,Rabi,3263,350,1124427,15,7
2018-12-31,Other Rabi pulses,West Bengal,Rabi,4687,1549,814928,15,7
2019-01-31,Other Rabi pulses,West Bengal,Rabi,7558,465,1228518,15,7
2019-02-28,Other Rabi pulses,West Bengal,Rabi,4133,4821,1299614,15,7
2019-03-31,Other Rabi pulses,West Bengal,Rabi,7509,1482,642064,15,7
2019-04-30,Other Rabi pulses,West Bengal,Rabi,1573,7094,3917195,15,7
2019-05-31,Other Rabi pulses,West Bengal,Rabi,2913,7744,2117962,15,7
2019-06-30,Other Rabi pulses,West Bengal,Rabi,4053,4486,1997094,15,7
2019-07-31,Other Rabi pulses,West Bengal,Rabi,5526,1741,1688628,15,7
2019-08-31,Other Rabi pulses,West Bengal,Rabi,4189,3329,1595662,15,7
2019-09-30,Other Rabi pulses,West Bengal,Rabi,6907,2948,1095249,15,7
2019-10-31,Other Rabi pulses,West Bengal,Rabi,4462,3933,1884942,15,7
2019-11-30,Other Rabi pulses,West Bengal,Rabi,5876,2061,521691,15,7
2019-12-31,Other Rabi pulses,West Bengal,Rabi,3576,2547,1461880,15,7
2020-01-31,Other Rabi pulses,West Bengal,Rabi,5861,2195,876761,15,7
2020-02-29,Other Rabi pulses,West Bengal,Rabi,5416,577,1632652,15,7
2020-03-31,Other Rabi pulses,West Bengal,Rabi,7516,1022,1367293,15,7
2020-04-30,Other Rabi pulses,West Bengal,Rabi,2699,6427,2911977,15,7
2020-05-31,Other Rabi pulses,West Bengal,Rabi,3144,4703,2975245,15,7
2020-06-30,Other Rabi pulses,West Bengal,Rabi,6481,4351,1291478,15,7
2020-07-31,Other Rabi pulses,West Bengal,Rabi,5578,1857,1734326,15,7
2020-08-31,Other Rabi pulses,West Bengal,Rabi,7882,4597,965550,15,7
2020-09-30,Other Rabi pulses,West Bengal,Rabi,7834,235,564892,15,7
2020-10-31,Other Rabi pulses,West Bengal,Rabi,7879,4247,570240,15,7
2020-11-30,Other Rabi pulses,West Bengal,Rabi,6654,1508,1706958,15,7
2020-12-31,Other Rabi pulses,West Bengal,Rabi,6991,1513,792009,15,7
2021-01-31,Other Rabi pulses,West Bengal,Rabi,7881,3379,1824670,15,7
2021-02-28,Other Rabi pulses,West Bengal,Rabi,7211,4686,1755139,15,7
2021-03-31,Other Rabi pulses,West Bengal,Rabi,7446,744,816550,15,7
2021-04-30,Other Rabi pulses,West Bengal,Rabi,1467,8875,2788832,15,7
2021-05-31,Other Rabi pulses,West Bengal,Rabi,3178,8048,3978450,15,7
2021-06-30,Other Rabi pulses,West Bengal,Rabi,5192,3302,828183,15,7
2021-07-31,Other Rabi pulses,West Bengal,Rabi,4126,4591,652748,15,7
2021-08-31,Other Rabi pulses,West Bengal,Rabi,7448,2404,535518,15,7
2021-09-30,Other Rabi pulses,West Bengal,Rabi,4917,3164,716136,15,7
2021-10-31,Other Rabi pulses,West Bengal,Rabi,6115,419,1796594,15,7
2021-11-30,Other Rabi pulses,West Bengal,Rabi,3250,2966,1232782,15,7
2021-12-31,Other Rabi pulses,West Bengal,Rabi,7856,4147,1737427,15,7
2022-01-31,Other Rabi pulses,West Bengal,Rabi,7365,1557,863034,15,7
2022-02-28,Other Rabi pulses,West Bengal,Rabi,3295,4535,1201805,15,7
2022-03-31,Other Rabi pulses,West Bengal,Rabi,7617,1734,1347804,15,7
2022-04-30,Other Rabi pulses,West Bengal,Rabi,1943,4864,2649634,15,7
2022-05-31,Other Rabi pulses,West Bengal,Rabi,3405,6966,2246042,15,7
2022-06-30,Other Rabi pulses,West Bengal,Rabi,7081,1893,1031850,15,7
2022-07-31,Other Rabi pulses,West Bengal,Rabi,4029,966,1119243,15,7
2022-08-31,Other Rabi pulses,West Bengal,Rabi,4266,1570,1168301,15,7
2022-09-30,Other Rabi pulses,West Bengal,Rabi,5140,4290,1870816,15,7
2022-10-31,Other Rabi pulses,West Bengal,Rabi,3570,1007,1673312,15,7
2022-11-30,Other Rabi pulses,West Bengal,Rabi,5006,4749,516830,15,7
2022-12-31,Other Rabi pulses,West Bengal,Rabi,6348,1546,803928,15,7
2023-01-31,Other Rabi pulses,West Bengal,Rabi,4471,4244,1257462,15,7
2023-02-28,Other Rabi pulses,West Bengal,Rabi,6029,3295,561875,15,7
2023-03-31,Other Rabi pulses,West Bengal,Rabi,3935,4862,1342274,15,7
2023-04-30,Other Rabi pulses,West Bengal,Rabi,1509,5072,2165456,15,7
2023-05-31,Other Rabi pulses,West Bengal,Rabi,3083,8727,2810160,15,7
2023-06-30,Other Rabi pulses,West Bengal,Rabi,5085,4689,582349,15,7
2023-07-31,Other Rabi pulses,West Bengal,Rabi,3045,2385,1964728,15,7
2023-08-31,Other Rabi pulses,West Bengal,Rabi,6460,2329,610553,15,7
2023-09-30,Other Rabi pulses,West Bengal,Rabi,3738,3863,1194746,15,7
2023-10-31,Other Rabi pulses,West Bengal,Rabi,5508,2371,1458415,15,7
2023-11-30,Other Rabi pulses,West Bengal,Rabi,7535,2629,1217677,15,7
2023-12-31,Other Rabi pulses,West Bengal,Rabi,4620,1957,1311164,15,7
2015-01-31,Other Rabi pulses,Maharashtra,Rabi,6934,3658,1380282,15,7
2015-02-28,Other Rabi pulses,Maharashtra,Rabi,4440,3009,1314727,15,7
2015-03-31,Other Rabi pulses,Maharashtra,Rabi,6608,4337,1964845,15,7
2015-04-30,Other Rabi pulses,Maharashtra,Rabi,1879,6380,3686640,15,7
2015-05-31,Other Rabi pulses,Maharashtra,Rabi,1393,5970,3431017,15,7
2015-06-30,Other Rabi pulses,Maharashtra,Rabi,7744,1515,1740776,15,7
2015-07-31,Other Rabi pulses,Maharashtra,Rabi,6725,1398,1830270,15,7
2015-08-31,Other Rabi pulses,Maharashtra,Rabi,6701,982,522566,15,7
2015-09-30,Other Rabi pulses,Maharashtra,Rabi,6860,1857,998315,15,7
